date,route_title,route_url,substantial_weather_flag,rain_between_9pm_midnight,downtown_daily_rain,rain_category,daily_rain_category,window_precip_inches,max_hourly_precip_inches,rain_hours,daily_precip_inches,temp_mean_f,temp_min_f,temp_max_f,temp_category,dew_point_mean_f,relative_humidity_mean_pct,wind_speed_mean_mph,wind_speed_max_mph,wind_gust_max_mph,wind_direction_mean_deg,wind_category,visibility_min_miles,visibility_mean_miles,visibility_category,sky_conditions_summary,present_weather_summary,weather_window_start_local,weather_window_end_local,weather_hourly_available,weather_hourly_observed_hours,weather_hourly_station_id,weather_hourly_station_name,weather_hourly_station_lat,weather_hourly_station_lon,daily_station_id,daily_station_name,daily_station_lat,daily_station_lon,weather_evidence_level,weather_evidence_note,source_text
2022-02-11,20:48:46 - FNS,https://handicapskater.com/common/maps/20220211-20_48_46-FNS-6669409632.html,False,False,False,No recorded rain from 9 PM to midnight,No downtown daily rain,0.0,0.0,0,0.0,64.57142857142857,57.0,73.0,Mild,45.42857142857143,51.857142857142854,5.714285714285714,8.0,,294.67357353494015,Calm / light wind,10.0,10.0,Good visibility,CLR:00 (3); FEW:02 200 (1); SCT:04 200 SCT:04 250 (1); FEW:02 200 SCT:04 250 (1),,2022-02-11T21:00:00-08:00,2022-02-11T23:59:59-08:00,True,7,UNKNOWN,Unknown hourly station,,,USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",37.7705,-122.4269,Hourly LCDv2 weather used for 9 PM to midnight,"Skate route '20:48:46 - FNS' occurred on 2022-02-11. Hourly weather from Unknown hourly station (UNKNOWN) was summarized for 9 PM to midnight local time. Mean temperature was 64.6°F (Mild). No hourly precipitation was recorded in the 9 PM to midnight window. Mean wind was 5.7 mph, max wind 8.0 mph, max gust nan mph (Calm / light wind). Minimum visibility was 10.0 miles (Good visibility). Sky conditions: CLR:00 (3); FEW:02 200 (1); SCT:04 200 SCT:04 250 (1); FEW:02 200 SCT:04 250 (1).",2022-02-11 20:48:46 - FNS
2022-02-12,20:42:12 - SNS,https://handicapskater.com/common/maps/20220212-20_42_12-SNS-6674975049.html,False,False,False,No recorded rain from 9 PM to midnight,No downtown daily rain,0.0,0.0,0,0.0,63.285714285714285,58.0,69.0,Mild,49.285714285714285,61.714285714285715,3.0,6.0,,249.5839403346908,Calm / light wind,9.0,9.666666666666666,Good visibility,CLR:00 (3); FEW:02 200 (3),,2022-02-12T21:00:00-08:00,2022-02-12T23:59:59-08:00,True,7,UNKNOWN,Unknown hourly station,,,USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",37.7705,-122.4269,Hourly LCDv2 weather used for 9 PM to midnight,"Skate route '20:42:12 - SNS' occurred on 2022-02-12. Hourly weather from Unknown hourly station (UNKNOWN) was summarized for 9 PM to midnight local time. Mean temperature was 63.3°F (Mild). No hourly precipitation was recorded in the 9 PM to midnight window. Mean wind was 3.0 mph, max wind 6.0 mph, max gust nan mph (Calm / light wind). Minimum visibility was 9.0 miles (Good visibility). Sky conditions: CLR:00 (3); FEW:02 200 (3).",2022-02-12 20:42:12 - SNS
2022-02-18,21:16:42 - FNS,https://handicapskater.com/common/maps/20220218-21_16_42-FNS-6704465919.html,False,False,False,No recorded rain from 9 PM to midnight,No downtown daily rain,0.0,0.0,0,0.0,57.714285714285715,53.0,65.0,Mild,40.857142857142854,54.285714285714285,5.285714285714286,10.0,,295.9779327752832,Breezy,10.0,10.0,Good visibility,SCT:04 180 SCT:04 220 (2); CLR:00 (1); FEW:02 200 (1); BKN:07 200 (1); FEW:02 180 SCT:04 200 (1),,2022-02-18T21:00:00-08:00,2022-02-18T23:59:59-08:00,True,7,UNKNOWN,Unknown hourly station,,,USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",37.7705,-122.4269,Hourly LCDv2 weather used for 9 PM to midnight,"Skate route '21:16:42 - FNS' occurred on 2022-02-18. Hourly weather from Unknown hourly station (UNKNOWN) was summarized for 9 PM to midnight local time. Mean temperature was 57.7°F (Mild). No hourly precipitation was recorded in the 9 PM to midnight window. Mean wind was 5.3 mph, max wind 10.0 mph, max gust nan mph (Breezy). Minimum visibility was 10.0 miles (Good visibility). Sky conditions: SCT:04 180 SCT:04 220 (2); CLR:00 (1); FEW:02 200 (1); BKN:07 200 (1); FEW:02 180 SCT:04 200 (1).",2022-02-18 21:16:42 - FNS
2022-02-19,20:38:28 - SNS,https://handicapskater.com/common/maps/20220219-20_38_28-SNS-6709484514.html,False,False,False,No recorded rain from 9 PM to midnight,No downtown daily rain,0.0,0.0,0,0.0,58.0,50.0,69.0,Mild,45.285714285714285,66.28571428571429,10.857142857142858,15.0,,300.04375324063926,Breezy,10.0,10.0,Good visibility,CLR:00 (3); FEW:02 4 (1); FEW:02 5 (1); FEW:02 6 (1),,2022-02-19T21:00:00-08:00,2022-02-19T23:59:59-08:00,True,7,UNKNOWN,Unknown hourly station,,,USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",37.7705,-122.4269,Hourly LCDv2 weather used for 9 PM to midnight,"Skate route '20:38:28 - SNS' occurred on 2022-02-19. Hourly weather from Unknown hourly station (UNKNOWN) was summarized for 9 PM to midnight local time. Mean temperature was 58.0°F (Mild). No hourly precipitation was recorded in the 9 PM to midnight window. Mean wind was 10.9 mph, max wind 15.0 mph, max gust nan mph (Breezy). Minimum visibility was 10.0 miles (Good visibility). Sky conditions: CLR:00 (3); FEW:02 4 (1); FEW:02 5 (1); FEW:02 6 (1).",2022-02-19 20:38:28 - SNS
2022-02-25,21:01:19 - FNS,https://handicapskater.com/common/maps/20220225-21_01_19-FNS-6743905932.html,False,False,False,No recorded rain from 9 PM to midnight,No downtown daily rain,0.0,0.0,0,0.0,51.285714285714285,46.0,58.0,Cool,34.714285714285715,55.57142857142857,4.857142857142857,8.0,,247.09704870350566,Calm / light wind,10.0,10.0,Good visibility,CLR:00 (4); FEW:02 240 (1); SCT:04 240 (1),,2022-02-25T21:00:00-08:00,2022-02-25T23:59:59-08:00,True,7,UNKNOWN,Unknown hourly station,,,USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",37.7705,-122.4269,Hourly LCDv2 weather used for 9 PM to midnight,"Skate route '21:01:19 - FNS' occurred on 2022-02-25. Hourly weather from Unknown hourly station (UNKNOWN) was summarized for 9 PM to midnight local time. Mean temperature was 51.3°F (Cool). No hourly precipitation was recorded in the 9 PM to midnight window. Mean wind was 4.9 mph, max wind 8.0 mph, max gust nan mph (Calm / light wind). Minimum visibility was 10.0 miles (Good visibility). Sky conditions: CLR:00 (4); FEW:02 240 (1); SCT:04 240 (1).",2022-02-25 21:01:19 - FNS
2022-02-26,20:35:45 - SNS,https://handicapskater.com/common/maps/20220226-20_35_45-SNS-6744133159.html,False,False,False,No recorded rain from 9 PM to midnight,No downtown daily rain,0.0,0.0,0,0.0,54.57142857142857,50.0,58.0,Cool,39.142857142857146,56.42857142857143,6.142857142857143,11.0,,270.84807211187916,Breezy,10.0,10.0,Good visibility,SCT:04 180 BKN:07 200 (3); SCT:04 110 OVC:08 150 (1); SCT:04 120 BKN:07 150 (1); FEW:02 120 (1),,2022-02-26T21:00:00-08:00,2022-02-26T23:59:59-08:00,True,7,UNKNOWN,Unknown hourly station,,,USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",37.7705,-122.4269,Hourly LCDv2 weather used for 9 PM to midnight,"Skate route '20:35:45 - SNS' occurred on 2022-02-26. Hourly weather from Unknown hourly station (UNKNOWN) was summarized for 9 PM to midnight local time. Mean temperature was 54.6°F (Cool). No hourly precipitation was recorded in the 9 PM to midnight window. Mean wind was 6.1 mph, max wind 11.0 mph, max gust nan mph (Breezy). Minimum visibility was 10.0 miles (Good visibility). Sky conditions: SCT:04 180 BKN:07 200 (3); SCT:04 110 OVC:08 150 (1); SCT:04 120 BKN:07 150 (1); FEW:02 120 (1).",2022-02-26 20:35:45 - SNS
2022-03-05,20:35:15 - SNS,https://handicapskater.com/common/maps/20220305-20_35_15-SNS-6779919153.html,True,False,False,No recorded rain from 9 PM to midnight,No downtown daily rain,0.0,0.0,0,0.0,52.57142857142857,49.0,58.0,Cool,38.57142857142857,62.57142857142857,11.0,17.0,28.0,295.47581071308537,Windy,10.0,10.0,Good visibility,CLR:00 (3); FEW:02 30 SCT:04 200 (1); SCT:04 130 (1); FEW:02 65 (1),,2022-03-05T21:00:00-08:00,2022-03-05T23:59:59-08:00,True,7,UNKNOWN,Unknown hourly station,,,USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",37.7705,-122.4269,Hourly LCDv2 weather used for 9 PM to midnight,"Skate route '20:35:15 - SNS' occurred on 2022-03-05. Hourly weather from Unknown hourly station (UNKNOWN) was summarized for 9 PM to midnight local time. Mean temperature was 52.6°F (Cool). No hourly precipitation was recorded in the 9 PM to midnight window. Mean wind was 11.0 mph, max wind 17.0 mph, max gust 28.0 mph (Windy). Minimum visibility was 10.0 miles (Good visibility). Sky conditions: CLR:00 (3); FEW:02 30 SCT:04 200 (1); SCT:04 130 (1); FEW:02 65 (1).",2022-03-05 20:35:15 - SNS
2022-03-11,20:57:13 - FNS,https://handicapskater.com/common/maps/20220311-20_57_13-FNS-6810321551.html,False,False,False,No recorded rain from 9 PM to midnight,No downtown daily rain,0.0,0.0,0,0.0,57.0,47.0,68.0,Mild,34.77777777777778,49.666666666666664,8.555555555555555,16.0,,287.7940313880987,Breezy,10.0,10.0,Good visibility,FEW:02 3 (2); CLR:00 (2); FEW:02 6 FEW:02 250 (2); FEW:02 200 (1); FEW:02 12 FEW:02 250 (1),,2022-03-11T21:00:00-08:00,2022-03-11T23:59:59-08:00,True,9,UNKNOWN,Unknown hourly station,,,USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",37.7705,-122.4269,Hourly LCDv2 weather used for 9 PM to midnight,"Skate route '20:57:13 - FNS' occurred on 2022-03-11. Hourly weather from Unknown hourly station (UNKNOWN) was summarized for 9 PM to midnight local time. Mean temperature was 57.0°F (Mild). No hourly precipitation was recorded in the 9 PM to midnight window. Mean wind was 8.6 mph, max wind 16.0 mph, max gust nan mph (Breezy). Minimum visibility was 10.0 miles (Good visibility). Sky conditions: FEW:02 3 (2); CLR:00 (2); FEW:02 6 FEW:02 250 (2); FEW:02 200 (1); FEW:02 12 FEW:02 250 (1).",2022-03-11 20:57:13 - FNS
2022-03-12,20:21:17 - SNS,https://handicapskater.com/common/maps/20220312-20_21_17-SNS-6815483797.html,True,True,False,Trace rain from 9 PM to midnight,No downtown daily rain,0.001,0.001,1,0.0,54.857142857142854,53.0,59.0,Cool,45.0,70.42857142857143,9.428571428571429,18.0,26.0,219.99999999999997,Windy,9.0,9.833333333333334,Good visibility,BKN:07 130 (2); FEW:02 8 BKN:07 16 OVC:08 31 (1); FEW:02 8 BKN:07 15 OVC:08 31 (1); FEW:02 8 BKN:07 18 OVC:08 26 (1); SCT:04 200 (1),,2022-03-12T21:00:00-08:00,2022-03-12T23:59:59-08:00,True,7,UNKNOWN,Unknown hourly station,,,USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",37.7705,-122.4269,Hourly LCDv2 weather used for 9 PM to midnight,"Skate route '20:21:17 - SNS' occurred on 2022-03-12. Hourly weather from Unknown hourly station (UNKNOWN) was summarized for 9 PM to midnight local time. Mean temperature was 54.9°F (Cool). Hourly precipitation totaled 0.001 inches with 1 rainy hour(s), categorized as Trace rain from 9 PM to midnight. Mean wind was 9.4 mph, max wind 18.0 mph, max gust 26.0 mph (Windy). Minimum visibility was 9.0 miles (Good visibility). Sky conditions: BKN:07 130 (2); FEW:02 8 BKN:07 16 OVC:08 31 (1); FEW:02 8 BKN:07 15 OVC:08 31 (1); FEW:02 8 BKN:07 18 OVC:08 26 (1); SCT:04 200 (1).",2022-03-12 20:21:17 - SNS
2022-03-18,20:56:50 - FNS,https://handicapskater.com/common/maps/20220318-20_56_50-FNS-6846210210.html,True,False,False,No recorded rain from 9 PM to midnight,No downtown daily rain,0.0,0.0,0,0.0,57.857142857142854,53.0,66.0,Mild,46.285714285714285,66.57142857142857,9.857142857142858,20.0,,295.6324036478285,Windy,10.0,10.0,Good visibility,FEW:02 5 BKN:07 180 (3); FEW:02 180 FEW:02 240 (1); FEW:02 180 SCT:04 240 (1); FEW:02 12 SCT:04 180 SCT:04 240 (1),,2022-03-18T21:00:00-07:00,2022-03-18T23:59:59-07:00,True,7,UNKNOWN,Unknown hourly station,,,USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",37.7705,-122.4269,Hourly LCDv2 weather used for 9 PM to midnight,"Skate route '20:56:50 - FNS' occurred on 2022-03-18. Hourly weather from Unknown hourly station (UNKNOWN) was summarized for 9 PM to midnight local time. Mean temperature was 57.9°F (Mild). No hourly precipitation was recorded in the 9 PM to midnight window. Mean wind was 9.9 mph, max wind 20.0 mph, max gust nan mph (Windy). Minimum visibility was 10.0 miles (Good visibility). Sky conditions: FEW:02 5 BKN:07 180 (3); FEW:02 180 FEW:02 240 (1); FEW:02 180 SCT:04 240 (1); FEW:02 12 SCT:04 180 SCT:04 240 (1).",2022-03-18 20:56:50 - FNS
2022-03-19,20:37:58 - SNS,https://handicapskater.com/common/maps/20220319-20_37_58-SNS-6851480247.html,True,True,False,Light rain from 9 PM to midnight,No downtown daily rain,0.002,0.001,2,0.0,53.0,50.0,57.0,Cool,44.857142857142854,74.0,12.857142857142858,15.0,,280.0,Breezy,10.0,10.0,Good visibility,FEW:02 27 SCT:04 60 (1); SCT:04 60 (1); FEW:02 60 (1); FEW:02 15 SCT:04 30 OVC:08 60 (1); FEW:02 25 BKN:07 80 OVC:08 120 (1),-RA:02 |RA |RA (1),2022-03-19T21:00:00-07:00,2022-03-19T23:59:59-07:00,True,7,UNKNOWN,Unknown hourly station,,,USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",37.7705,-122.4269,Hourly LCDv2 weather used for 9 PM to midnight,"Skate route '20:37:58 - SNS' occurred on 2022-03-19. Hourly weather from Unknown hourly station (UNKNOWN) was summarized for 9 PM to midnight local time. Mean temperature was 53.0°F (Cool). Hourly precipitation totaled 0.002 inches with 2 rainy hour(s), categorized as Light rain from 9 PM to midnight. Mean wind was 12.9 mph, max wind 15.0 mph, max gust nan mph (Breezy). Minimum visibility was 10.0 miles (Good visibility). Present weather codes/summary: -RA:02 |RA |RA (1). Sky conditions: FEW:02 27 SCT:04 60 (1); SCT:04 60 (1); FEW:02 60 (1); FEW:02 15 SCT:04 30 OVC:08 60 (1); FEW:02 25 BKN:07 80 OVC:08 120 (1).",2022-03-19 20:37:58 - SNS
2022-03-25,20:54:07 - FNS,https://handicapskater.com/common/maps/20220325-20_54_07-FNS-6883297885.html,False,False,False,No recorded rain from 9 PM to midnight,No downtown daily rain,0.0,0.0,0,0.0,55.714285714285715,52.0,61.0,Mild,45.42857142857143,68.85714285714286,10.0,13.0,,287.3216497425858,Breezy,10.0,10.0,Good visibility,FEW:02 10 FEW:02 180 FEW:02 250 (3); FEW:02 180 (2); CLR:00 (1),,2022-03-25T21:00:00-07:00,2022-03-25T23:59:59-07:00,True,7,UNKNOWN,Unknown hourly station,,,USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",37.7705,-122.4269,Hourly LCDv2 weather used for 9 PM to midnight,"Skate route '20:54:07 - FNS' occurred on 2022-03-25. Hourly weather from Unknown hourly station (UNKNOWN) was summarized for 9 PM to midnight local time. Mean temperature was 55.7°F (Mild). No hourly precipitation was recorded in the 9 PM to midnight window. Mean wind was 10.0 mph, max wind 13.0 mph, max gust nan mph (Breezy). Minimum visibility was 10.0 miles (Good visibility). Sky conditions: FEW:02 10 FEW:02 180 FEW:02 250 (3); FEW:02 180 (2); CLR:00 (1).",2022-03-25 20:54:07 - FNS
2022-03-26,20:36:17 - SNS,https://handicapskater.com/common/maps/20220326-20_36_17-SNS-6888870639.html,False,False,False,No recorded rain from 9 PM to midnight,No downtown daily rain,0.0,0.0,0,0.0,57.142857142857146,53.0,63.0,Mild,48.285714285714285,72.71428571428571,8.0,13.0,,281.43034733322025,Breezy,10.0,10.0,Good visibility,FEW:02 200 (2); FEW:02 4 BKN:07 180 (1); FEW:02 6 BKN:07 180 (1); FEW:02 8 BKN:07 180 (1); FEW:02 250 (1),,2022-03-26T21:00:00-07:00,2022-03-26T23:59:59-07:00,True,7,UNKNOWN,Unknown hourly station,,,USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",37.7705,-122.4269,Hourly LCDv2 weather used for 9 PM to midnight,"Skate route '20:36:17 - SNS' occurred on 2022-03-26. Hourly weather from Unknown hourly station (UNKNOWN) was summarized for 9 PM to midnight local time. Mean temperature was 57.1°F (Mild). No hourly precipitation was recorded in the 9 PM to midnight window. Mean wind was 8.0 mph, max wind 13.0 mph, max gust nan mph (Breezy). Minimum visibility was 10.0 miles (Good visibility). Sky conditions: FEW:02 200 (2); FEW:02 4 BKN:07 180 (1); FEW:02 6 BKN:07 180 (1); FEW:02 8 BKN:07 180 (1); FEW:02 250 (1).",2022-03-26 20:36:17 - SNS
2022-04-01,20:57:06 - FNS,https://handicapskater.com/common/maps/20220401-20_57_06-FNS-6918353074.html,False,False,False,No recorded rain from 9 PM to midnight,No downtown daily rain,0.0,0.0,0,0.0,57.285714285714285,51.0,66.0,Mild,46.142857142857146,67.57142857142857,7.714285714285714,16.0,,287.95545029831385,Breezy,9.0,9.833333333333334,Good visibility,FEW:02 9 (2); FEW:02 9 FEW:02 200 (1); FEW:02 180 (1); FEW:02 10 FEW:02 180 (1); FEW:02 10 FEW:02 220 (1),,2022-04-01T21:00:00-07:00,2022-04-01T23:59:59-07:00,True,7,UNKNOWN,Unknown hourly station,,,USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",37.7705,-122.4269,Hourly LCDv2 weather used for 9 PM to midnight,"Skate route '20:57:06 - FNS' occurred on 2022-04-01. Hourly weather from Unknown hourly station (UNKNOWN) was summarized for 9 PM to midnight local time. Mean temperature was 57.3°F (Mild). No hourly precipitation was recorded in the 9 PM to midnight window. Mean wind was 7.7 mph, max wind 16.0 mph, max gust nan mph (Breezy). Minimum visibility was 9.0 miles (Good visibility). Sky conditions: FEW:02 9 (2); FEW:02 9 FEW:02 200 (1); FEW:02 180 (1); FEW:02 10 FEW:02 180 (1); FEW:02 10 FEW:02 220 (1).",2022-04-01 20:57:06 - FNS
2022-04-02,21:03:11 - SNS,https://handicapskater.com/common/maps/20220402-21_03_11-SNS-6923295466.html,False,False,False,No recorded rain from 9 PM to midnight,No downtown daily rain,0.0,0.0,0,0.0,60.285714285714285,54.0,69.0,Mild,47.42857142857143,63.57142857142857,11.428571428571429,14.0,,285.9601515539738,Breezy,10.0,10.0,Good visibility,SCT:04 200 (5); FEW:02 200 (1),,2022-04-02T21:00:00-07:00,2022-04-02T23:59:59-07:00,True,7,UNKNOWN,Unknown hourly station,,,USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",37.7705,-122.4269,Hourly LCDv2 weather used for 9 PM to midnight,"Skate route '21:03:11 - SNS' occurred on 2022-04-02. Hourly weather from Unknown hourly station (UNKNOWN) was summarized for 9 PM to midnight local time. Mean temperature was 60.3°F (Mild). No hourly precipitation was recorded in the 9 PM to midnight window. Mean wind was 11.4 mph, max wind 14.0 mph, max gust nan mph (Breezy). Minimum visibility was 10.0 miles (Good visibility). Sky conditions: SCT:04 200 (5); FEW:02 200 (1).",2022-04-02 21:03:11 - SNS
2022-04-08,20:57:25 - FNS,https://handicapskater.com/common/maps/20220408-20_57_25-FNS-6957264791.html,True,False,False,No recorded rain from 9 PM to midnight,No downtown daily rain,0.0,0.0,0,0.0,58.857142857142854,51.0,69.0,Mild,46.57142857142857,64.57142857142857,19.285714285714285,28.0,37.0,272.85269255175086,Very windy,9.0,9.5,Good visibility,CLR:00 (3); SCT:04 200 (2); BKN:07 200 (1),,2022-04-08T21:00:00-07:00,2022-04-08T23:59:59-07:00,True,7,UNKNOWN,Unknown hourly station,,,USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",37.7705,-122.4269,Hourly LCDv2 weather used for 9 PM to midnight,"Skate route '20:57:25 - FNS' occurred on 2022-04-08. Hourly weather from Unknown hourly station (UNKNOWN) was summarized for 9 PM to midnight local time. Mean temperature was 58.9°F (Mild). No hourly precipitation was recorded in the 9 PM to midnight window. Mean wind was 19.3 mph, max wind 28.0 mph, max gust 37.0 mph (Very windy). Minimum visibility was 9.0 miles (Good visibility). Sky conditions: CLR:00 (3); SCT:04 200 (2); BKN:07 200 (1).",2022-04-08 20:57:25 - FNS
2022-04-09,21:06:32 - SNS,https://handicapskater.com/common/maps/20220409-21_06_32-SNS-6957737802.html,False,False,False,No recorded rain from 9 PM to midnight,No downtown daily rain,0.0,0.0,0,0.0,58.42857142857143,52.0,66.0,Mild,43.0,57.857142857142854,11.428571428571429,17.0,,282.88417150127117,Breezy,10.0,10.0,Good visibility,CLR:00 (5); FEW:02 120 (1),,2022-04-09T21:00:00-07:00,2022-04-09T23:59:59-07:00,True,7,UNKNOWN,Unknown hourly station,,,USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",37.7705,-122.4269,Hourly LCDv2 weather used for 9 PM to midnight,"Skate route '21:06:32 - SNS' occurred on 2022-04-09. Hourly weather from Unknown hourly station (UNKNOWN) was summarized for 9 PM to midnight local time. Mean temperature was 58.4°F (Mild). No hourly precipitation was recorded in the 9 PM to midnight window. Mean wind was 11.4 mph, max wind 17.0 mph, max gust nan mph (Breezy). Minimum visibility was 10.0 miles (Good visibility). Sky conditions: CLR:00 (5); FEW:02 120 (1).",2022-04-09 21:06:32 - SNS
2022-04-15,20:53:08 - FNS,https://handicapskater.com/common/maps/20220415-20_53_08-FNS-6994170198.html,False,False,False,No recorded rain from 9 PM to midnight,No downtown daily rain,0.0,0.0,0,0.0,58.285714285714285,56.0,62.0,Mild,43.0,57.857142857142854,9.142857142857142,16.0,,250.90240323153282,Breezy,10.0,10.0,Good visibility,FEW:02 9 SCT:04 120 BKN:07 180 (1); FEW:02 20 BKN:07 32 BKN:07 120 (1); FEW:02 32 BKN:07 120 (1); FEW:02 20 FEW:02 80 FEW:02 220 (1); FEW:02 20 FEW:02 80 FEW:02 240 (1),,2022-04-15T21:00:00-07:00,2022-04-15T23:59:59-07:00,True,7,UNKNOWN,Unknown hourly station,,,USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",37.7705,-122.4269,Hourly LCDv2 weather used for 9 PM to midnight,"Skate route '20:53:08 - FNS' occurred on 2022-04-15. Hourly weather from Unknown hourly station (UNKNOWN) was summarized for 9 PM to midnight local time. Mean temperature was 58.3°F (Mild). No hourly precipitation was recorded in the 9 PM to midnight window. Mean wind was 9.1 mph, max wind 16.0 mph, max gust nan mph (Breezy). Minimum visibility was 10.0 miles (Good visibility). Sky conditions: FEW:02 9 SCT:04 120 BKN:07 180 (1); FEW:02 20 BKN:07 32 BKN:07 120 (1); FEW:02 32 BKN:07 120 (1); FEW:02 20 FEW:02 80 FEW:02 220 (1); FEW:02 20 FEW:02 80 FEW:02 240 (1).",2022-04-15 20:53:08 - FNS
2022-04-16,20:28:00 - SNS,https://handicapskater.com/common/maps/20220416-20_28_00-SNS-6994349068.html,True,False,True,No recorded rain from 9 PM to midnight,Moderate downtown daily rain,0.0,0.0,0,0.28,52.285714285714285,48.0,58.0,Cool,42.57142857142857,70.0,12.285714285714286,18.0,,248.95661651295984,Breezy,8.0,9.666666666666666,Good visibility,CLR:00 (4); FEW:02 16 (1); FEW:02 130 (1),,2022-04-16T21:00:00-07:00,2022-04-16T23:59:59-07:00,True,7,UNKNOWN,Unknown hourly station,,,USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",37.7705,-122.4269,Hourly LCDv2 weather used for 9 PM to midnight,"Skate route '20:28:00 - SNS' occurred on 2022-04-16. Hourly weather from Unknown hourly station (UNKNOWN) was summarized for 9 PM to midnight local time. Mean temperature was 52.3°F (Cool). No hourly precipitation was recorded in the 9 PM to midnight window. Mean wind was 12.3 mph, max wind 18.0 mph, max gust nan mph (Breezy). Minimum visibility was 8.0 miles (Good visibility). Sky conditions: CLR:00 (4); FEW:02 16 (1); FEW:02 130 (1). The local downtown station SAN FRANCISCO DOWNTOWN, CA US (USW00023272) recorded 0.280 inches of daily precipitation, categorized as Moderate downtown daily rain.",2022-04-16 20:28:00 - SNS
2022-04-22,20:52:43 - FNS,https://handicapskater.com/common/maps/20220422-20_52_43-FNS-7025831477.html,True,False,False,No recorded rain from 9 PM to midnight,No downtown daily rain,0.0,0.0,0,0.0,57.142857142857146,53.0,62.0,Mild,46.285714285714285,68.14285714285714,16.142857142857142,20.0,21.0,282.8147874812403,Windy,10.0,10.0,Good visibility,FEW:02 6 SCT:04 200 (2); FEW:02 6 (1); SCT:04 24 (1); FEW:02 20 FEW:02 30 FEW:02 250 (1); FEW:02 14 FEW:02 28 SCT:04 180 (1),,2022-04-22T21:00:00-07:00,2022-04-22T23:59:59-07:00,True,7,UNKNOWN,Unknown hourly station,,,USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",37.7705,-122.4269,Hourly LCDv2 weather used for 9 PM to midnight,"Skate route '20:52:43 - FNS' occurred on 2022-04-22. Hourly weather from Unknown hourly station (UNKNOWN) was summarized for 9 PM to midnight local time. Mean temperature was 57.1°F (Mild). No hourly precipitation was recorded in the 9 PM to midnight window. Mean wind was 16.1 mph, max wind 20.0 mph, max gust 21.0 mph (Windy). Minimum visibility was 10.0 miles (Good visibility). Sky conditions: FEW:02 6 SCT:04 200 (2); FEW:02 6 (1); SCT:04 24 (1); FEW:02 20 FEW:02 30 FEW:02 250 (1); FEW:02 14 FEW:02 28 SCT:04 180 (1).",2022-04-22 20:52:43 - FNS
2022-04-23,20:27:58 - SNS,https://handicapskater.com/common/maps/20220423-20_27_58-SNS-7031173328.html,False,False,False,No recorded rain from 9 PM to midnight,No downtown daily rain,0.0,0.0,0,0.0,57.75,53.0,67.0,Mild,48.125,72.0,14.25,18.0,,291.26021521788516,Breezy,9.0,9.857142857142858,Good visibility,CLR:00 (3); FEW:02 6 (2); FEW:02 7 (1); FEW:02 8 (1),,2022-04-23T21:00:00-07:00,2022-04-23T23:59:59-07:00,True,8,UNKNOWN,Unknown hourly station,,,USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",37.7705,-122.4269,Hourly LCDv2 weather used for 9 PM to midnight,"Skate route '20:27:58 - SNS' occurred on 2022-04-23. Hourly weather from Unknown hourly station (UNKNOWN) was summarized for 9 PM to midnight local time. Mean temperature was 57.8°F (Mild). No hourly precipitation was recorded in the 9 PM to midnight window. Mean wind was 14.2 mph, max wind 18.0 mph, max gust nan mph (Breezy). Minimum visibility was 9.0 miles (Good visibility). Sky conditions: CLR:00 (3); FEW:02 6 (2); FEW:02 7 (1); FEW:02 8 (1).",2022-04-23 20:27:58 - SNS
